time,burnup_percent_fima,c,mb,md,Nb,Nd,Vb,Vd,Rb,Rd,nvb,nvd,generated,retained,q_gb,swelling_b,swelling_d,swelling_ig,p_b,p_d,p_b_eq,p_d_eq,lambda_d,nu_b,phi_b,phi_d,f_cap_step,cap_raw_step,capture_fraction_sum,capture_raw_sum,capture_bubbles_cumulative,max_f_cap_step,matrix_gas_percent,bulk_gas_percent,dislocation_gas_percent,qgb_gas_percent
0.0,0.0,0.0,0.0,0.0,0.0,3.0479617346254197e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220000000000000.0,2220000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,0.0007188179874362933,2.8605228513811903e+20,0.0,5.6807077632095816e+22,0.0,3.0473469373133308e+19,0.0,2.362829183874293e-25,0.0,3.835140147520042e-09,0.0,8.118398734689727e+22,5.905138083512656e+22,5.709312991723394e+22,1.9582509178926242e+21,0.0,7.200360276873884e-06,7.200360276873884e-06,0.0,661371122.1834185,2220000000000000.0,578857594.4051334,1.0,0.0,0.0,0.0,4.3781409723948635e-07,4.3781409723948635e-07,4.3781409723948635e-07,4.3781409723948635e-07,0.0,4.3781409723948635e-07,0.4844125253172091,0.0,96.19940605741819,3.3161814172646134
7200.0,0.0014376359748725866,2.9494062863731104e+20,0.0,1.1386539179573014e+23,135101486431528.14,3.0466716968206934e+19,0.0,4.959584946191632e-25,0.0,4.910423029943046e-09,0.0,1.8592301722960824e+23,1.1810276167025312e+23,1.1416033242436745e+23,3.9424292458856784e+21,0.0,1.5110227083540027e-05,1.5110227083540027e-05,0.0,578857605.8617795,2220000000000000.0,452099541.416852,1.0000180011339983,37528208728.4548,0.0,0.0005367258190679359,4.810522786067926e-07,4.810522786067926e-07,9.18866375846279e-07,9.18866375846279e-07,64990909.15507623,4.810522786067926e-07,0.24973220309682104,0.0,96.4121331164517,3.338134680451481
10800.0,0.0021564539623088797,3.167676394731187e+20,27718805431188.465,1.7079267306113142e+23,278729153423070.0,3.0458320136217793e+19,8.609315655549224e-30,8.1911664910729545e-25,1.271432593987688e-10,5.804333815141226e-09,1491336007045.2742,3.5706583998264114e+23,1.771541425053797e+23,1.7110944072832335e+23,6.044701777056347e+21,2.399667264223218e-15,2.4948917127415982e-05,2.494891712981565e-05,17567589073.09746,452099565.6258277,17460618915.213196,382472833.3523638,1.0000377765951685,39896628391.01099,0.0,0.00026763945201463554,7.003786958405368e-07,7.003786958405368e-07,1.6192450716868158e-06,1.6192450716868158e-06,260207006.8474588,7.003786958405368e-07,0.1788090501262195,1.5646715927259064e-08,96.40907666381266,3.4121142704144134
14400.0,0.002875271949745173,3.372574684193101e+20,120099872109054.39,2.276397376304335e+23,444401585857967.8,3.044907547975991e+19,2.3398701999553974e-29,1.1752093315229115e-24,1.774329959649832e-10,6.5464955043891216e-09,6501238057713.676,5.6254931710935036e+23,2.3620552334050625e+23,2.279769952189526e+23,8.228528121553657e+21,1.0398420275619789e-14,3.578403764005932e-05,3.578403765045774e-05,17460618915.2132,382472867.99846154,12511765288.786097,339112735.7395408,1.0000623750939455,46020211369.14067,0.0,0.0001783668605049171,7.391822535799079e-07,7.391822535799079e-07,2.358427325266724e-06,2.358427325266724e-06,588701015.3933779,7.391822535799079e-07,0.14278136414834408,5.084549692596405e-08,96.37358788696716,3.483630698039045
18000.0,0.003594089937181466,3.570923576200564e+20,286488359040676.94,2.8440896792970307e+23,632199818328410.1,3.0439224372033802e+19,3.951880161070182e-29,1.5550122880691664e-24,2.113027028683588e-10,7.1870125847290316e-09,21642207118776.39,7.927062590744546e+23,2.952569041756328e+23,2.847660605738114e+23,1.0490843601821399e+22,2.4983779198842172e-14,4.7333367937807015e-05,4.7333367962790794e-05,12511765288.786097,339112779.81409,10506254628.38048,308890512.41082525,1.0000894658566588,52166313127.653534,0.0,0.0001337778245917601,7.826461013840816e-07,7.826461013840816e-07,3.1410734266508053e-06,3.1410734266508053e-06,1083490125.748601,7.826461013840816e-07,0.12094293226336916,9.703019810512545e-08,96.3259330797979,3.5531238909085587
21600.0,0.0043129079246177595,3.764255722963496e+20,540321188696114.6,3.4110243604303566e+23,842737180248328.5,3.0428861700286624e+19,5.618287291353421e-29,1.954928099341861e-24,2.3759562782185737e-10,7.756766649900059e-09,48609061311522.56,1.0437424214249365e+24,3.543082850107594e+23,3.414788621556532e+23,1.282942285510622e+22,4.7347395897402016e-14,5.948623676887768e-05,5.9486236816225076e-05,10506254628.380478,308890565.5077651,9343606279.087318,286201725.56416965,1.0001183435026018,58482792792.43552,0.0,0.0001070377025671108,8.212907857844593e-07,8.212907857844593e-07,3.9623642124352646e-06,3.9623642124352646e-06,1775622975.166862,8.212907857844593e-07,0.10624238501363821,1.5250029749648856e-07,96.27278008265522,3.620977379830851
25200.0,0.005031725912054052,3.953279214368461e+20,895850481612028.9,3.977219016448179e+23,1076688780445825.4,3.0418042275323523e+19,7.318250368451546e-29,2.3728973687593278e-24,2.594813913633807e-10,8.274278131066829e-09,90622107845425.98,1.313470500491864e+24,4.1335966584588594e+23,3.9811723046210527e+23,1.5242435383780675e+22,7.879478064205307e-14,7.217889247792518e-05,7.217889255671997e-05,9343606279.08732,286201787.4716659,8555526808.051861,268301350.86524686,1.0001487315171516,64986811772.34903,0.0,8.921535939508728e-05,8.564983554383261e-07,8.564983554383261e-07,4.818862567873591e-06,4.818862567873591e-06,2697805934.7857966,8.564983554383261e-07,0.09563775909965956,2.1672421274552492e-07,96.21691096322438,3.687451060951737
28800.0,0.005750543899490346,4.138542132116725e+20,1368116669530954.2,4.542688660831065e+23,1334726071696989.8,3.0406805861447754e+19,9.043467328269978e-29,2.80743679362614e-24,2.7845100403944906e-10,8.751324598099448e-09,151143521246505.6,1.600306455805734e+24,4.724110466810125e+23,4.5468272166443474e+23,1.7728325016577752e+22,1.2070551621581858e-13,8.53651855520754e-05,8.536518567278091e-05,8555526808.051865,268301421.4395134,7972677303.348799,253675883.58933967,1.0001804706778936,71677354943.05382,0.0,7.648653171995924e-05,8.889784949324205e-07,8.889784949324205e-07,5.707841062806011e-06,5.707841062806011e-06,3884349763.961996,8.889784949324205e-07,0.08760468581741707,2.8960302244048747e-07,96.15966207281426,3.7527329517653087
32400.0,0.006469361886926639,4.3204982242414376e+20,1972947802386753.5,5.1074462962986975e+23,152851661089729.78,3.039518402104515e+19,1.1418506720554704e-27,3.2573763659960624e-24,6.483958614323095e-10,9.195876086660242e-09,233896954514614.84,1.9029950098913572e+24,5.3146242751613905e+23,5.1117668142524166e+23,2.028574609089739e+22,1.7453377194010293e-13,9.900855407025364e-05,9.90085542447874e-05,7972677303.348799,253675962.71912822,3423834314.8829017,241412561.35675701,1.0002134457607021,78552815227.88069,39.97311094380341,6.694018359834415e-05,1.6856946357828163e-06,1.6856946357828163e-06,7.393535698588828e-06,7.393535698588828e-06,4142011423.470324,1.6856946357828163e-06,0.08129451868185426,3.7122996852432066e-07,96.1017379943307,3.816967115757467
